path,species,issues,severity
data\plantnet_300K\images_test\Lupinus_arboreus\61046823ab076c3338f88dc4ee59b6b6df5fbd3e.jpg,Lupinus_arboreus,,0.0
data\plantnet_300K\images_test\Anemone_hupehensis\6e4ce10dedb5f95cf2ac0363d731ecb88b62d8eb.jpg,Anemone_hupehensis,,0.0
data\plantnet_300K\images_test\Trifolium_angustifolium\7a652419a21bd2f86bdb6b41c8b568cde885eda0.jpg,Trifolium_angustifolium,,0.0
data\plantnet_300K\images_test\Daphne_laureola\8a8ed6aa2180755029a25ae8a666011695c7c0e1.jpg,Daphne_laureola,,0.0
data\plantnet_300K\images_test\Nymphaea_candida\eb103970a590806daea3a654840cd5b14602c09b.jpg,Nymphaea_candida,,0.0
data\plantnet_300K\images_test\Nandina_domestica\c1e1fd002ee0f3017a2210cfe129e38c2de71a97.jpg,Nandina_domestica,,0.0
data\plantnet_300K\images_test\Fragaria_vesca\9438342beedfbe13265af039baa0efca866d2f89.jpg,Fragaria_vesca,,0.0
data\plantnet_300K\images_test\Cucurbita_moschata\8387f68abbe5fe6b7f93ca5b41a8c4be09f303eb.jpg,Cucurbita_moschata,,0.0
data\plantnet_300K\images_test\Lithops_pseudotruncatella\ded0d44072441f15a657f83d7716a9dce9ce79d0.jpg,Lithops_pseudotruncatella,,0.0
data\plantnet_300K\images_test\Althaea_officinalis\e10f303810ce820b5e71cce77ba99ffe6306210b.jpg,Althaea_officinalis,,0.0
data\plantnet_300K\images_test\Anemone_blanda\9685692f3db5471df0fd30877a5e4d2538861fcc.jpg,Anemone_blanda,,0.0
data\plantnet_300K\images_test\Papaver_somniferum\4c1681331ca827207a7020a1757b8ad06b7fcd25.jpg,Papaver_somniferum,,0.0
data\plantnet_300K\images_test\Tradescantia_pallida_1\a14a18b6f5bad3629aabcf8c482b31cb1da34210.jpg,Tradescantia_pallida_1,,0.0
data\plantnet_300K\images_test\Anemone_hupehensis\a355ea1c8eb7274a4e9a75bea460d539cc10ced3.jpg,Anemone_hupehensis,,0.0
data\plantnet_300K\images_test\Acacia_podalyriifolia\fe0251644519c449ab3d00c78c17c495b55412cf.jpg,Acacia_podalyriifolia,,0.0
data\plantnet_300K\images_test\Barbarea_verna\fde105595270cfd3e51adff726912c8a5d18af46.jpg,Barbarea_verna,,0.0
data\plantnet_300K\images_test\Neotinea_tridentata\15ee3786b5bd166e55beef162688a78f9251f563.jpg,Neotinea_tridentata,,0.0
data\plantnet_300K\images_test\Barbarea_vulgaris\60484b0c003d38de11f67edcf624d44a518e138b.jpg,Barbarea_vulgaris,,0.0
data\plantnet_300K\images_test\Daucus_carota\e08d9879713d5cf4b71a7391641062a954cc4f53.jpg,Daucus_carota,,0.0
data\plantnet_300K\images_test\Cirsium_vulgare\98714514b0bb2350145fe2cd857b238c3628d9c2.jpg,Cirsium_vulgare,,0.0
data\plantnet_300K\images_test\Fittonia_albivenis_1\7f2234efaa4a36e552415278a4a9a01f6ac5e4a3.jpg,Fittonia_albivenis_1,,0.0
data\plantnet_300K\images_test\Papaver_somniferum\ebb6e84cae7a0414c2ed9fdcb7ccb15a8678279c.jpg,Papaver_somniferum,,0.0
data\plantnet_300K\images_test\Pelargonium_x_hybridum\36e5489364aab71cf6d364db74fa043c929c5c26.jpg,Pelargonium_x_hybridum,,0.0
data\plantnet_300K\images_test\Cymbalaria_muralis\dbb6832e02016ed6b263d48f970efccd0fc7efb4.jpg,Cymbalaria_muralis,,0.0
data\plantnet_300K\images_test\Cymbalaria_muralis\d10540eb164844c0c4dbcc0b53f23cd6652a42b8.jpg,Cymbalaria_muralis,,0.0
data\plantnet_300K\images_test\Alcea_rosea\80b09c977b13afdcf4ff14b030eb748f7a3117ff.jpg,Alcea_rosea,,0.0
data\plantnet_300K\images_test\Sedum_palmeri\86416606f513e7ff9515898206302a176abb7b6c.jpg,Sedum_palmeri,,0.0
data\plantnet_300K\images_test\Aegopodium_podagraria\695e5b372018e908c93fe157f4623658c371d796.jpg,Aegopodium_podagraria,,0.0
data\plantnet_300K\images_test\Calendula_officinalis\a355be67613ccb6cc32d32611a1e4f2ae8b7a9b5.jpg,Calendula_officinalis,,0.0
data\plantnet_300K\images_test\Smilax_aspera\48e0ed0c4db1366f642fcda360aac0c1c980cd0c.jpg,Smilax_aspera,,0.0
data\plantnet_300K\images_test\Fragaria_virginiana\4f02483270f63cf37e4c6ab50f98271671f6abea.jpg,Fragaria_virginiana,,0.0
data\plantnet_300K\images_test\Cytinus_hypocistis\966b6ad9700176699ea7e1a62353f60a63b78534.jpg,Cytinus_hypocistis,,0.0
data\plantnet_300K\images_test\Papaver_somniferum\ea1c844ae7b9323cb40cab00b0abfffcfe40fdf8.jpg,Papaver_somniferum,,0.0
data\plantnet_300K\images_test\Melilotus_officinalis_1\33d45b35beb6e9a0c27a1338f02d30b40591ffd2.jpg,Melilotus_officinalis_1,,0.0
data\plantnet_300K\images_test\Trifolium_repens\b0bb22a72c8b8c81ddfa905a4cc0db1e6783760c.jpg,Trifolium_repens,,0.0
data\plantnet_300K\images_test\Chaerophyllum_temulum\a86ea0971281f0aaf9d06aa721e3991f19be9fd5.jpg,Chaerophyllum_temulum,,0.0
data\plantnet_300K\images_test\Sedum_pachyphyllum\e4be7109cc4a735342388e669c1ecc703a45b292.jpg,Sedum_pachyphyllum,,0.0
data\plantnet_300K\images_test\Ophrys_fusca\a04c79ff993464fedd109160bba93f9172fdd362.jpg,Ophrys_fusca,,0.0
data\plantnet_300K\images_test\Hypericum_androsaemum\2a6251a58330b809a6dc0d4eb1525e79e96b8308.jpg,Hypericum_androsaemum,,0.0
data\plantnet_300K\images_test\Centranthus_ruber\b9523a723b53ce2c22a1220f11076f665c93ea31.jpg,Centranthus_ruber,,0.0
data\plantnet_300K\images_test\Punica_granatum\2fa91d6a9e217b804c5c0bb3088faa90c6ad404a.jpg,Punica_granatum,,0.0
data\plantnet_300K\images_test\Lamium_galeobdolon\b8574b5c5ec9dea56aad5fc71c6229a80df81dba.jpg,Lamium_galeobdolon,,0.0
data\plantnet_300K\images_test\Pyracantha_coccinea\c928c96f516c1019307b94321489dd935a7696b9.jpg,Pyracantha_coccinea,,0.0
data\plantnet_300K\images_test\Lactuca_serriola\1e5532e10e9ce15e199067245043e543a87e5aad.jpg,Lactuca_serriola,,0.0
data\plantnet_300K\images_test\Lapsana_communis\b25c5c5215455e75cd57b6398abff951035660cb.jpg,Lapsana_communis,,0.0
data\plantnet_300K\images_test\Aegopodium_podagraria\6e07b08a6dff7c7feba576e259993e3cdaa77733.jpg,Aegopodium_podagraria,,0.0
data\plantnet_300K\images_test\Trifolium_repens\ea0af9264850f455b3fca8d377416c436d797b76.jpg,Trifolium_repens,,0.0
data\plantnet_300K\images_test\Lamium_purpureum\0d7117875ac3739d7e21e9d189527e8d722f9ec4.jpg,Lamium_purpureum,,0.0
data\plantnet_300K\images_test\Ophrys_insectifera\945b28cfc0097fb6dde75340073e66a0e9d8b508.jpg,Ophrys_insectifera,,0.0
data\plantnet_300K\images_test\Alliaria_petiolata_1\46d9946a53d56ae764034bacd7d08ecd971da80a.jpg,Alliaria_petiolata_1,,0.0
data\plantnet_300K\images_test\Sedum_sediforme\4e1b572b95fdbc8e1c1746ba082756eb5ac36f9a.jpg,Sedum_sediforme,,0.0
data\plantnet_300K\images_test\Centranthus_ruber\36567b2e32f6afc5f397831d9146651a575ecc00.jpg,Centranthus_ruber,,0.0
data\plantnet_300K\images_test\Trachelospermum_jasminoides\2e61734657987662b9b9a94f217b712f370f2165.jpg,Trachelospermum_jasminoides,,0.0
data\plantnet_300K\images_test\Zamioculcas_zamiifolia\9e51f907826b808dcad29ee624db12350d59beb6.jpg,Zamioculcas_zamiifolia,,0.0
data\plantnet_300K\images_test\Punica_granatum\e430298c605a142f8d081991aa8d55df9a16285f.jpg,Punica_granatum,,0.0
data\plantnet_300K\images_test\Humulus_lupulus\1375f7012750466179a5b262f4d7cf97956df633.jpg,Humulus_lupulus,,0.0
data\plantnet_300K\images_test\Hypericum_hircinum\f1d4c27fcff27c13904157a5866c12a123251bbe.jpg,Hypericum_hircinum,,0.0
data\plantnet_300K\images_test\Lactuca_serriola\334257b05b41829546b49cd58baceddc5d35d8a9.jpg,Lactuca_serriola,,0.0
data\plantnet_300K\images_test\Clethra_alnifolia\63101b0e137f66d9bf378b8b23a4e5e3c284369c.jpg,Clethra_alnifolia,,0.0
data\plantnet_300K\images_test\Lamium_galeobdolon\dfc8e9ddb390e2ddc0d52f261f35892097c8652e.jpg,Lamium_galeobdolon,,0.0
data\plantnet_300K\images_test\Tagetes_erecta\ecd51ff7d503992d35023af689180cc9725e8216.jpg,Tagetes_erecta,,0.0
data\plantnet_300K\images_test\Trifolium_repens\4a3765fbc4a1a749aa37d9d966693c66e1904a65.jpg,Trifolium_repens,,0.0
data\plantnet_300K\images_test\Tagetes_erecta\9f9a6d0e1dab993689faee7bf62eaedcfdeecdfb.jpg,Tagetes_erecta,,0.0
data\plantnet_300K\images_test\Calendula_officinalis\b7ed3a527a4f04e4e3bdcdca0c406cb88aa07857.jpg,Calendula_officinalis,,0.0
data\plantnet_300K\images_test\Lactuca_serriola\5c48675c293a3a692fe3cea969404393c5b58f41.jpg,Lactuca_serriola,,0.0
data\plantnet_300K\images_test\Punica_granatum\b12ef0aa0c206c5ec822ffb710a129e30cc52c0b.jpg,Punica_granatum,,0.0
data\plantnet_300K\images_test\Hypericum_calycinum\9f784cf960cbe924901a0a7b712d7ae2bdc941de.jpg,Hypericum_calycinum,,0.0
data\plantnet_300K\images_test\Centranthus_ruber\a3aa1c82e0a4a1ec5b5a973fd81520bbad0a5f8d.jpg,Centranthus_ruber,,0.0
data\plantnet_300K\images_test\Acacia_retinodes\46c0a64ba44ffa0619d864f9b47b3c0a87def6b0.jpg,Acacia_retinodes,,0.0
data\plantnet_300K\images_test\Anemone_alpina\a50cac459f79f1049bfe9a037d19579e0dc2f3f1.jpg,Anemone_alpina,,0.0
data\plantnet_300K\images_test\Hypericum_perforatum\20e5d8d817b029246e42b942f7e44e3d2a8cb8fd.jpg,Hypericum_perforatum,,0.0
data\plantnet_300K\images_test\Tradescantia_zebrina_1\3cd009378ef17734a71943a23eb099cf4c6e0a4c.jpg,Tradescantia_zebrina_1,,0.0
data\plantnet_300K\images_test\Epipactis_helleborine\b9dea7d5f2d6760954ff304ecb80f6a4d3acefb5.jpg,Epipactis_helleborine,,0.0
data\plantnet_300K\images_test\Smilax_aspera\166ad1670c55e0b371f75b420636d1d35a61def8.jpg,Smilax_aspera,,0.0
data\plantnet_300K\images_test\Anemone_nemorosa\0bf21e55b2dc8e52fdf82dfb8e7a476064c1998d.jpg,Anemone_nemorosa,,0.0
data\plantnet_300K\images_test\Daucus_carota\cf6038ab405c18fd57a9ce222a6bca9d7b629af3.jpg,Daucus_carota,,0.0
data\plantnet_300K\images_test\Tagetes_patula\e44f19b38d4608ef424060b3ac02d693f447f6fe.jpg,Tagetes_patula,,0.0
data\plantnet_300K\images_test\Trifolium_repens\715fdcfa7874dd468a938943dca2d419fc5d9a20.jpg,Trifolium_repens,,0.0
data\plantnet_300K\images_test\Lamium_hybridum\9b08a02d6eccc3fdba118fad31666711cb2ca19a.jpg,Lamium_hybridum,,0.0
data\plantnet_300K\images_test\Pelargonium_x_hybridum\b46df8b2d4b4b856c14f4d36181e9834ea2d9ee2.jpg,Pelargonium_x_hybridum,,0.0
data\plantnet_300K\images_test\Hippophae_rhamnoides\34a525f4af747806c34d18a1632e946016aa192c.jpg,Hippophae_rhamnoides,,0.0
data\plantnet_300K\images_test\Alcea_rosea\83c8dfbae9d706eef2843b1d2193462749d2fcd0.jpg,Alcea_rosea,,0.0
data\plantnet_300K\images_test\Lamium_purpureum\bd444abfeb5e0a0eddd9e99ae58eaa7fed605c3e.jpg,Lamium_purpureum,,0.0
data\plantnet_300K\images_test\Alcea_rosea\94420e02c1af37040b74b850859f3e169fc7d60e.jpg,Alcea_rosea,,0.0
data\plantnet_300K\images_test\Hypericum_perforatum\2f8f408c4fccc61b817f6941f8b41f36a58e6f3b.jpg,Hypericum_perforatum,,0.0
data\plantnet_300K\images_test\Centranthus_ruber\4413d8ced4ccfaf035d746c9c3219ac714911d9a.jpg,Centranthus_ruber,,0.0
data\plantnet_300K\images_test\Angelica_sylvestris\c2995cf1b1adbad5bb335e4a5dcdc3f10ee4798e.jpg,Angelica_sylvestris,,0.0
data\plantnet_300K\images_test\Anemone_nemorosa\1184b0924a3e6ffa2ea586bc5c188d860b6b8de8.jpg,Anemone_nemorosa,,0.0
data\plantnet_300K\images_test\Melilotus_indicus\4dcc32c3e04152118d37c490f2548c55ff053f0b.jpg,Melilotus_indicus,,0.0
data\plantnet_300K\images_test\Schefflera_arboricola\ed75d49ce0a01cb1093b2300e912a73f7c15bc66.jpg,Schefflera_arboricola,,0.0
data\plantnet_300K\images_test\Lapsana_communis\0e2ca2a028b991b9479d9a70f1dbd8a21c8409ce.jpg,Lapsana_communis,,0.0
data\plantnet_300K\images_test\Trifolium_incarnatum\31928f5cee1bfddf95cea1e374bb2c0559c5f065.jpg,Trifolium_incarnatum,,0.0
data\plantnet_300K\images_test\Perovskia_atriplicifolia\fb68ec9cb7a9f5e14f15315b29955ae3246951e1.jpg,Perovskia_atriplicifolia,,0.0
data\plantnet_300K\images_test\Sedum_moranense\ce157231ea4d63e559a1e239e8e8beeb925cbc1f.jpg,Sedum_moranense,,0.0
data\plantnet_300K\images_test\Lactuca_serriola\7f11fb7152b3818ce54ae7a2cf87e54bc755f81b.jpg,Lactuca_serriola,,0.0
data\plantnet_300K\images_test\Papaver_somniferum\75d881a8deb40c213b101270251b7f038795bfea.jpg,Papaver_somniferum,,0.0
data\plantnet_300K\images_test\Lactuca_serriola\f07422cf07d9656241bfc8ae0e8a5ee1cdb110c2.jpg,Lactuca_serriola,,0.0
data\plantnet_300K\images_test\Anemone_nemorosa\052d36d2a90ad468d2b4a0040cf86e987b4b562d.jpg,Anemone_nemorosa,,0.0
data\plantnet_300K\images_test\Nephrolepis_exaltata\95055c583856702b0ec90aba242565ea0a9f5c30.jpg,Nephrolepis_exaltata,,0.0
data\plantnet_300K\images_test\Carthamus_caeruleus\8f4cafa2ea9fcb4623bf491e3b8c6da16036f714.jpg,Carthamus_caeruleus,,0.0
data\plantnet_300K\images_test\Liriodendron_tulipifera\8edc27a880fc1deb043001e6530f91eeb29fa78c.jpg,Liriodendron_tulipifera,,0.0
data\plantnet_300K\images_test\Lactuca_muralis\eee63ad825021e75ac6eb35992b42c7cb8985e70.jpg,Lactuca_muralis,,0.0
data\plantnet_300K\images_test\Daucus_carota\7ebc806560980a1151b7678a2ff10f4746fa2f17.jpg,Daucus_carota,,0.0
data\plantnet_300K\images_test\Sedum_palmeri\8236ddfb5524fbee2cef29fabc2668cda7334868.jpg,Sedum_palmeri,,0.0
data\plantnet_300K\images_test\Gomphocarpus_integer\862d7fa99c658e9313fc099e6f61d769476fb701.jpg,Gomphocarpus_integer,,0.0
data\plantnet_300K\images_test\Papaver_argemone\a8bd7b3153f754f9f07e8dee30160fbc8a716a70.jpg,Papaver_argemone,,0.0
data\plantnet_300K\images_test\Cirsium_vulgare\7992860b7499d2a8e48739d816776e56fcfad9ff.jpg,Cirsium_vulgare,,0.0
data\plantnet_300K\images_test\Schefflera_actinophylla\6262d1546fd3526ab1574490443b4b9da3a42295.jpg,Schefflera_actinophylla,,0.0
data\plantnet_300K\images_test\Lamium_purpureum\2016217df82d5f8cd88e90ba9b0c99dbb66cfe4b.jpg,Lamium_purpureum,,0.0
data\plantnet_300K\images_test\Nandina_domestica\5f24693d9acf1a9df91428fcb1362200bc3c0719.jpg,Nandina_domestica,,0.0
data\plantnet_300K\images_test\Hypericum_perforatum\782816ae5996c2fbf37757f1f91844d13a98094d.jpg,Hypericum_perforatum,,0.0
data\plantnet_300K\images_test\Clethra_alnifolia\dde758ffa7d79272a191279d7f1dfbbfc082ed72.jpg,Clethra_alnifolia,,0.0
data\plantnet_300K\images_test\Angelica_sylvestris\386cf66781e8736bed3e153df924b41d0b025593.jpg,Angelica_sylvestris,,0.0
data\plantnet_300K\images_test\Sedum_dendroideum\0374c54a3ec232c7089477a06186b65e0b418813.jpg,Sedum_dendroideum,,0.0
data\plantnet_300K\images_test\Chaerophyllum_temulum\e07762b28f557843df1fed2885dc89ec3d8b9f54.jpg,Chaerophyllum_temulum,,0.0
data\plantnet_300K\images_test\Centranthus_ruber\ad0be5b9427fc9bccd79864df47c81e4d7229987.jpg,Centranthus_ruber,,0.0
data\plantnet_300K\images_test\Cymbalaria_muralis\3525de06a6c20130505c6355fa1eb6ed99314456.jpg,Cymbalaria_muralis,,0.0
data\plantnet_300K\images_test\Trifolium_arvense\1d52f2205a10c54930f1665394a1bb477e085526.jpg,Trifolium_arvense,,0.0
data\plantnet_300K\images_test\Anemone_ranunculoides\c2fccc07f2a65f0b23fd05c794390a4a9e55c02f.jpg,Anemone_ranunculoides,,0.0
data\plantnet_300K\images_test\Sedum_palmeri\dd861dabe44cbc42d7e5aa6caf373a3c27444274.jpg,Sedum_palmeri,,0.0
data\plantnet_300K\images_test\Hypericum_x_hidcoteense\72104c980e82472e5fec92a60371bbf261917cfd.jpg,Hypericum_x_hidcoteense,,0.0
data\plantnet_300K\images_test\Lavandula_stoechas\831c0273805cf27c58d51e92f78212edfaa88a6f.jpg,Lavandula_stoechas,,0.0
data\plantnet_300K\images_test\Papaver_dubium\eb17790bde5a9f5316577586b3d684a4129d0a5f.jpg,Papaver_dubium,,0.0
data\plantnet_300K\images_test\Acacia_dealbata\cfd163f942a7db2ddb554f36064747184439c402.jpg,Acacia_dealbata,,0.0
data\plantnet_300K\images_test\Pyracantha_coccinea\70adffc4135fb80396b7d296d32ab2cb6b79ba10.jpg,Pyracantha_coccinea,,0.0
data\plantnet_300K\images_test\Morinda_citrifolia\69b7569374e2b06cedbad9fd5af25a4b1551f0d9.jpg,Morinda_citrifolia,,0.0
data\plantnet_300K\images_test\Anemone_alpina\3febd4a13a7eb8fa113ac2f74ea610ac18aab3d5.jpg,Anemone_alpina,,0.0
data\plantnet_300K\images_test\Adenostyles_alpina\b210fa5bcdc00dd67662a9047c0e5d8c5a72dbb0.jpg,Adenostyles_alpina,,0.0
data\plantnet_300K\images_test\Papaver_orientale\72a5da2ac67060756caa8d1a7c323a2b3d2d017f.jpg,Papaver_orientale,,0.0
data\plantnet_300K\images_test\Hypericum_x_hidcoteense\4a2438765b66cc7a24200b178dee9e3d59ca97d9.jpg,Hypericum_x_hidcoteense,,0.0
data\plantnet_300K\images_test\Pilosocereus_pachycladus\5d9ecbcc433892ef3c603294849ee7d620c36be3.jpg,Pilosocereus_pachycladus,,0.0
data\plantnet_300K\images_test\Papaver_argemone\cd85bffd1760d9bff118b09ce6404890ed83d8f3.jpg,Papaver_argemone,,0.0
data\plantnet_300K\images_test\Carthamus_tinctorius\20e3102c825b1f542a8bc8f51ab35b2862ee5b22.jpg,Carthamus_tinctorius,,0.0
data\plantnet_300K\images_test\Hypericum_calycinum\1588e356cd59f9075e5de0709c8480a85960a374.jpg,Hypericum_calycinum,,0.0
data\plantnet_300K\images_test\Lamium_maculatum\4c7c83e24474aa48bc33f961ed2ada712c89c010.jpg,Lamium_maculatum,,0.0
data\plantnet_300K\images_test\Anemone_ranunculoides\849dd1fc96da85fb28563f46b78294078b2a74e7.jpg,Anemone_ranunculoides,,0.0
data\plantnet_300K\images_test\Smilax_glauca\d0beb8d03fedd0b10e4cfe6dded4dc65cadc3dd4.jpg,Smilax_glauca,,0.0
data\plantnet_300K\images_test\Pelargonium_zonale_1\2b21909bee125ab9baed7e38e3f4683b16c70a96.jpg,Pelargonium_zonale_1,,0.0
data\plantnet_300K\images_test\Schefflera_arboricola\f30a97fd04ddbd2b45300519c5356f53ed4a4625.jpg,Schefflera_arboricola,,0.0
data\plantnet_300K\images_test\Lactuca_virosa_1\b4a7a801185ac7f62108cf75264b84333685a9c7.jpg,Lactuca_virosa_1,,0.0
data\plantnet_300K\images_test\Alcea_rosea\53218ea0bb6908fc2e540cd59a7357337236ef68.jpg,Alcea_rosea,,0.0
data\plantnet_300K\images_test\Lactuca_sativa\9f715c233b0b16c3dc354e54467e7c48c319e16c.jpg,Lactuca_sativa,,0.0
data\plantnet_300K\images_test\Dryopteris_filix-mas\be577c166dd435f1f8ae6c182b91e8949284fe62.jpg,Dryopteris_filix-mas,,0.0
data\plantnet_300K\images_test\Sedum_acre\c14d6ee8d167197fcea773974c8c4d8483236a6e.jpg,Sedum_acre,,0.0
data\plantnet_300K\images_test\Lactuca_serriola\4fe1118ce60b824b8cb3b99bcb4e2970e6e0bab9.jpg,Lactuca_serriola,,0.0
data\plantnet_300K\images_test\Anemone_hepatica\b030ba5fc3a87940f9f7c49ae88c7fa2cd559843.jpg,Anemone_hepatica,,0.0
data\plantnet_300K\images_test\Chaerophyllum_temulum\d0886a98737a0bdd1c749ab23677b6cef9150257.jpg,Chaerophyllum_temulum,,0.0
data\plantnet_300K\images_test\Cirsium_vulgare\5213345421d1086c5206806df7235cae707b0409.jpg,Cirsium_vulgare,,0.0
data\plantnet_300K\images_test\Cucurbita_pepo\4186e83e4a96f7bd82ced9b944db38ac18ba8062.jpg,Cucurbita_pepo,,0.0
data\plantnet_300K\images_test\Lapsana_communis\617a962bc10e3c763e2a80a1fca31d59809a5a5b.jpg,Lapsana_communis,,0.0
data\plantnet_300K\images_test\Sedum_dasyphyllum\3e092a00208fc539851fbc40ec938f0f0108fe03.jpg,Sedum_dasyphyllum,,0.0
data\plantnet_300K\images_test\Calendula_arvnsis\831e59eb08cf05159e2f71546dcfe0e28bf0ea89.jpg,Calendula_arvnsis,,0.0
data\plantnet_300K\images_test\Alcea_rosea\ea19ede2a07cd84c0ecef0b66bc7e9e4bde02b5f.jpg,Alcea_rosea,,0.0
data\plantnet_300K\images_test\Lactuca_floridana\515faa9e70123a2d8c39742b89f394d3971161e7.jpg,Lactuca_floridana,,0.0
data\plantnet_300K\images_test\Hypericum_x_hidcoteense\4baff907e74507ff2359047965a5b1c39e87fcda.jpg,Hypericum_x_hidcoteense,,0.0
data\plantnet_300K\images_test\Lamium_galeobdolon\0adcab24a45446fa9f83787c7f4bd5ebd37a7350.jpg,Lamium_galeobdolon,,0.0
data\plantnet_300K\images_test\Cirsium_acaulon\641d25f91a83ebcf4d3d85ff1a772a62e286f606.jpg,Cirsium_acaulon,,0.0
data\plantnet_300K\images_test\Kniphofia_uvaria\e87a75e452a59a2a5b91183c8767c763320ec6e4.jpg,Kniphofia_uvaria,,0.0
data\plantnet_300K\images_test\Alliaria_petiolata_1\87dc03da4d5688bb90ca69ef6b1acb831ae80fbf.jpg,Alliaria_petiolata_1,,0.0
data\plantnet_300K\images_test\Anemone_hepatica\dcc34dc61b960ae9cdd0f3b17db89e2437282e05.jpg,Anemone_hepatica,,0.0
data\plantnet_300K\images_test\Anemone_blanda\31cef0536dc4e07aca277076acdacd8f6ff254b6.jpg,Anemone_blanda,,0.0
data\plantnet_300K\images_test\Sedum_album\3353ed44d1560e68955c9c618f6ed9c610610437.jpg,Sedum_album,,0.0
data\plantnet_300K\images_test\Hypericum_perforatum\c2fae982ea87d43eeff23a2a58d87d0ea3218938.jpg,Hypericum_perforatum,,0.0
data\plantnet_300K\images_test\Anthurium_andraeanum\773c96130ce325e30642e89f2fef876f1642dccc.jpg,Anthurium_andraeanum,,0.0
data\plantnet_300K\images_test\Trifolium_pratense\705374af16a2b19423975cf6b1041e3ade638cee.jpg,Trifolium_pratense,,0.0
data\plantnet_300K\images_test\Anemone_blanda\ec903df0feb3f85523bad8dc1f0e634c6e7ff1e8.jpg,Anemone_blanda,,0.0
data\plantnet_300K\images_test\Sedum_acre\1d2ea45f2ff9ec3fdc79b4cec04e4c197592e65b.jpg,Sedum_acre,,0.0
data\plantnet_300K\images_test\Maerua_triphylla\5bb3480641fe891193dccf899efea0660c4f2862.jpg,Maerua_triphylla,,0.0
data\plantnet_300K\images_test\Chaerophyllum_temulum\935f95b9da0f4afb41b690c7a8340888ef18ec12.jpg,Chaerophyllum_temulum,,0.0
data\plantnet_300K\images_test\Melilotus_officinalis\588ecaf610f5b071cceea4ff7631bc5fc1f17877.jpg,Melilotus_officinalis,,0.0
data\plantnet_300K\images_test\Schefflera_arboricola\35bad6cda6c597461c2657052cd0ff76ead11fc6.jpg,Schefflera_arboricola,,0.0
data\plantnet_300K\images_test\Cirsium_texanum\f846deb2363f5debeeb6d4adedbb78f313cc81e3.jpg,Cirsium_texanum,,0.0
data\plantnet_300K\images_test\Mercurialis_annua\fa2d59ff06cb7d04114d0bc5bcc24be43df5f899.jpg,Mercurialis_annua,,0.0
data\plantnet_300K\images_test\Fragaria_vesca\982fa4cc8326c1ab89f979724220e2bb835837fa.jpg,Fragaria_vesca,,0.0
data\plantnet_300K\images_test\Pelargonium_graveolens\45c7f2ee26aeb8dcbd3d9d540baa3e56c2d1bc31.jpg,Pelargonium_graveolens,,0.0
data\plantnet_300K\images_test\Papaver_orientale\fb0323dc26b254ab334b2fd85b9e880cd682d3cc.jpg,Papaver_orientale,,0.0
data\plantnet_300K\images_test\Phedimus_aizoon\2fc6740b5c8ce6e333a9bf864fd4cd73dba5b01f.jpg,Phedimus_aizoon,,0.0
data\plantnet_300K\images_test\Trifolium_pratense\602782033f05e8143c46f801c5dfa333903d760e.jpg,Trifolium_pratense,,0.0
data\plantnet_300K\images_test\Osmunda_regalis\c38627ddf22acdb4bbe2f62289b13b6d67e48ea5.jpg,Osmunda_regalis,,0.0
data\plantnet_300K\images_test\Hypericum_perforatum\816f30a8c688f2a5ac6c482281e9e581b284be85.jpg,Hypericum_perforatum,,0.0
data\plantnet_300K\images_test\Hypericum_calycinum\d99ffb86fea2e2ac2a0e4714c5f39a95494838bd.jpg,Hypericum_calycinum,,0.0
data\plantnet_300K\images_test\Sedum_album\d0f233e365dca0ea06f1b42afa10d2ae7c0af2f6.jpg,Sedum_album,,0.0
data\plantnet_300K\images_test\Mercurialis_annua\5d77bbc0877d2c36d4c42949c64a19bd1be212ed.jpg,Mercurialis_annua,,0.0
data\plantnet_300K\images_test\Lamium_maculatum\d2d33b44890ea1a04dc8998f256a9eb9335f5cb6.jpg,Lamium_maculatum,,0.0
data\plantnet_300K\images_test\Kniphofia_uvaria_1\b53d1a4644b0e45122c3abd7d4aaffc1d6e59260.jpg,Kniphofia_uvaria_1,,0.0
data\plantnet_300K\images_test\Lactuca_alpina\6fd424a7f780205fe178ab89354adff851d81379.jpg,Lactuca_alpina,,0.0
data\plantnet_300K\images_test\Daucus_carota\11dddf92c981aa019b48024df9ca33358eb85af3.jpg,Daucus_carota,,0.0
data\plantnet_300K\images_test\Acacia_hockii\13c4a8d02d42881d9451655bb31642406345c994.jpg,Acacia_hockii,,0.0
data\plantnet_300K\images_test\Lupinus_angustifolius\fbc1056a9be0faf79a95249e8b16067752357662.jpg,Lupinus_angustifolius,,0.0
data\plantnet_300K\images_test\Fragaria_vesca\fc16ad901b59413d8e162ea5c891c7dacc7b86f2.jpg,Fragaria_vesca,,0.0
data\plantnet_300K\images_test\Trifolium_pratense\8a7b1201f0ff83998bb55fab80088f46e7e5c40a.jpg,Trifolium_pratense,,0.0
data\plantnet_300K\images_test\Hypericum_perforatum\a24dc11d7d9cfa73165b49386fea60aa3188346e.jpg,Hypericum_perforatum,,0.0
data\plantnet_300K\images_test\Papaver_orientale\a26dec13e10fa91209021dd1a67338d9c76bbd12.jpg,Papaver_orientale,,0.0
data\plantnet_300K\images_test\Alcea_rosea\3ec0de52b322c9432c8698cbd703470d6235965d.jpg,Alcea_rosea,,0.0
